9400,660,-20
9400,780,-24.245
9400,900,-24.245
9400,1020,-24.245
9400,1140,-24.245
9400,1260,-24.245
9400,1380,-24.245
9600,720,-21.964
9600,840,-21.964
9600,960,-21.964
9600,1080,-21.964
9600,1200,-21.964
9600,1320,-21.964
9600,1440,-21.964
9800,660,-20
9800,780,-20.523
9800,900,-20.523
9800,1020,-20.523
9800,1140,-20.523
9800,1260,-20.523
9800,1380,-20.523
10000,720,-20.001
10000,840,-20.001
10000,960,-20.001
10000,1080,-20.001
10000,1200,-20.001
10000,1320,-20.001
10000,1440,-20.001
10200,660,-20
10200,780,-20.523
10200,900,-20.523
10200,1020,-20.523
10200,1140,-20.523
10200,1260,-20.523
10200,1380,-20.523
10400,720,-21.964
10400,840,-21.964
10400,960,-21.964
10400,1080,-21.964
10400,1200,-21.964
10400,1320,-21.964
10400,1440,-21.964
10600,660,-20
10600,780,-24.245
10600,900,-24.245
10600,1020,-24.245
10600,1140,-24.245
10600,1260,-24.245
10600,1380,-24.245
9400,688,-20
9400,808,-24.245
9400,928,-24.245
9400,1048,-24.245
9400,1168,-24.245
9400,1288,-24.245
9400,1408,-24.245
9600,748,-21.964
9600,868,-21.964
9600,988,-21.964
9600,1108,-21.964
9600,1228,-21.964
9600,1348,-21.964
9600,1468,-21.964
9800,688,-20
9800,808,-20.523
9800,928,-20.523
9800,1048,-20.523
9800,1168,-20.523
9800,1288,-20.523
9800,1408,-20.523
10000,748,-20.001
10000,868,-20.001
10000,988,-20.001
10000,1108,-20.001
10000,1228,-20.001
10000,1348,-20.001
10000,1468,-20.001
10200,688,-20
10200,808,-20.523
10200,928,-20.523
10200,1048,-20.523
10200,1168,-20.523
10200,1288,-20.523
10200,1408,-20.523
10400,748,-21.964
10400,868,-21.964
10400,988,-21.964
10400,1108,-21.964
10400,1228,-21.964
10400,1348,-21.964
10400,1468,-21.964
10600,688,-20
10600,808,-24.245
10600,928,-24.245
10600,1048,-24.245
10600,1168,-24.245
10600,1288,-24.245
10600,1408,-24.245
